fund,rebalance_date,ticker,weight
Combined_MaxSharpe,2022-09-01,WFC,0.0
Combined_MaxSharpe,2022-09-01,WMT,0.0
Combined_MaxSharpe,2022-09-01,XOM,0.063151
Combined_MaxSharpe,2022-09-01,ADA-USD,0.0
Combined_MaxSharpe,2022-09-01,BCH-USD,0.0
Combined_MaxSharpe,2022-09-01,BTC-USD,0.0
Combined_MaxSharpe,2022-09-01,EOS-USD,0.0
Combined_MaxSharpe,2022-09-01,ETC-USD,0.0
Combined_MaxSharpe,2022-09-01,ETH-USD,0.0
Combined_MaxSharpe,2022-09-01,LTC-USD,0.0
Combined_MaxSharpe,2022-09-01,TRX-USD,0.0
Combined_MaxSharpe,2022-09-01,XLM-USD,0.0
Combined_MaxSharpe,2022-09-01,XRP-USD,0.0
Combined_MaxSharpe,2022-10-03,ABBV,0.535261
Combined_MaxSharpe,2022-10-03,ABT,0.0
Combined_MaxSharpe,2022-10-03,ADBE,0.0
Combined_MaxSharpe,2022-10-03,AEP,0.0
Combined_MaxSharpe,2022-10-03,AMD,0.0
Combined_MaxSharpe,2022-10-03,AMGN,0.0
Combined_MaxSharpe,2022-10-03,AMT,0.0
Combined_MaxSharpe,2022-10-03,BA,0.0
Combined_MaxSharpe,2022-10-03,CAT,0.0
Combined_MaxSharpe,2022-10-03,CCI,0.0
Combined_MaxSharpe,2022-10-03,CMCSA,0.0
Combined_MaxSharpe,2022-10-03,COP,0.0
Combined_MaxSharpe,2022-10-03,CVX,0.151714
Combined_MaxSharpe,2022-10-03,D,0.0
Combined_MaxSharpe,2022-10-03,DD,0.0
Combined_MaxSharpe,2022-10-03,DIS,0.0
Combined_MaxSharpe,2022-10-03,DOW,0.0
Combined_MaxSharpe,2022-10-03,DUK,0.0
Combined_MaxSharpe,2022-10-03,EA,0.0
Combined_MaxSharpe,2022-10-03,GE,0.0
Combined_MaxSharpe,2022-10-03,GILD,0.0
Combined_MaxSharpe,2022-10-03,GS,0.0
Combined_MaxSharpe,2022-10-03,INTC,0.0
Combined_MaxSharpe,2022-10-03,KO,0.0
Combined_MaxSharpe,2022-10-03,MMM,0.0
Combined_MaxSharpe,2022-10-03,MRK,0.049842
Combined_MaxSharpe,2022-10-03,MS,0.0
Combined_MaxSharpe,2022-10-03,NEE,0.0
Combined_MaxSharpe,2022-10-03,NEM,0.0
Combined_MaxSharpe,2022-10-03,NKE,0.0
Combined_MaxSharpe,2022-10-03,NUE,0.0
Combined_MaxSharpe,2022-10-03,NVDA,0.0
Combined_MaxSharpe,2022-10-03,O,0.0
Combined_MaxSharpe,2022-10-03,OXY,0.214284
Combined_MaxSharpe,2022-10-03,PLD,0.0
Combined_MaxSharpe,2022-10-03,PSA,0.0
Combined_MaxSharpe,2022-10-03,QCOM,0.0
Combined_MaxSharpe,2022-10-03,SBUX,0.0
Combined_MaxSharpe,2022-10-03,SHW,0.0
Combined_MaxSharpe,2022-10-03,SLB,0.0
Combined_MaxSharpe,2022-10-03,SO,0.012927
Combined_MaxSharpe,2022-10-03,T,0.0
Combined_MaxSharpe,2022-10-03,TMUS,0.0
Combined_MaxSharpe,2022-10-03,TTWO,0.0
Combined_MaxSharpe,2022-10-03,UPS,0.0
Combined_MaxSharpe,2022-10-03,USB,0.0
Combined_MaxSharpe,2022-10-03,V,0.0
Combined_MaxSharpe,2022-10-03,WFC,0.0
Combined_MaxSharpe,2022-10-03,WMT,0.0
Combined_MaxSharpe,2022-10-03,XOM,0.035972
Combined_MaxSharpe,2022-10-03,ADA-USD,0.0
Combined_MaxSharpe,2022-10-03,BCH-USD,0.0
Combined_MaxSharpe,2022-10-03,BTC-USD,0.0
Combined_MaxSharpe,2022-10-03,EOS-USD,0.0
Combined_MaxSharpe,2022-10-03,ETC-USD,0.0
Combined_MaxSharpe,2022-10-03,ETH-USD,0.0
Combined_MaxSharpe,2022-10-03,LTC-USD,0.0
Combined_MaxSharpe,2022-10-03,TRX-USD,0.0
Combined_MaxSharpe,2022-10-03,XLM-USD,0.0
Combined_MaxSharpe,2022-10-03,XRP-USD,0.0
Combined_MaxSharpe,2022-11-01,ABBV,0.176862
Combined_MaxSharpe,2022-11-01,ABT,0.0
Combined_MaxSharpe,2022-11-01,ADBE,0.0
Combined_MaxSharpe,2022-11-01,AEP,0.0
Combined_MaxSharpe,2022-11-01,AMD,0.0
Combined_MaxSharpe,2022-11-01,AMGN,0.389456
