fund,variant,half_life,ann_return,ann_vol,sharpe,max_drawdown
Combined_MinVariance,base,5.0,0.06276618273547135,0.12789426798178866,0.4907661909008218,-0.15633599672735932
Combined_MinVariance,sentiment_neutral0,5.0,0.04047278077478172,0.13078765198109524,0.3094541431222565,-0.17011576258347716
Combined_MinVariance,sentiment_decay,5.0,0.04277492774408395,0.13146800777080794,0.32536377837758634,-0.18180706208364972
Combined_MaxSharpe,base,5.0,0.25478409963132465,0.24651879073930436,1.0335281090225732,-0.26308324575314657
Combined_MaxSharpe,sentiment_neutral0,5.0,0.23558476941369302,0.2595041383897205,0.9078266376619181,-0.22816474209386506
Combined_MaxSharpe,sentiment_decay,5.0,0.23832186988620566,0.25617054094773944,0.9303250444196273,-0.2574385832732168
