fund,variant,ann_return,ann_vol,sharpe,max_drawdown
Combined_MinVariance,base,0.06276618273547135,0.12789426798178866,0.4907661909008218,-0.15633599672735932
Combined_MinVariance,sentiment,0.04047278077478172,0.13078765198109524,0.3094541431222565,-0.17011576258347716
Combined_MaxSharpe,base,0.25478409963132465,0.24651879073930436,1.0335281090225732,-0.26308324575314657
Combined_MaxSharpe,sentiment,0.23558476941369302,0.2595041383897205,0.9078266376619181,-0.22816474209386506
