method,variant,fund,ann_return,ann_vol,sharpe,max_drawdown
min_variance,sample,Combined_MinVariance,0.06276618273547135,0.12789426798178866,0.4907661909008218,-0.15633599672735932
min_variance,shrunk,Combined_MinVariance_Shrunk,0.06973330153802348,0.12635756661639952,0.5518727798052818,-0.15563141049373308
max_sharpe,sample,Combined_MaxSharpe,0.25478409963132465,0.24651879073930436,1.0335281090225732,-0.26308324575314657
max_sharpe,shrunk,Combined_MaxSharpe_Shrunk,0.25136922391264915,0.2476778260683689,1.0149040303804235,-0.2518284976896422
