method,structure,fund,ann_return,ann_vol,sharpe,max_drawdown,cov_params_total,cross_asset_cov_params
min_variance,one_stage,Combined_MinVariance,0.06276618273547135,0.12789426798178866,0.4907661909008218,-0.15633599672735932,1830,1830
min_variance,two_stage,Combined_TwoStage_MinVariance,0.06356520798041985,0.1276517731913299,0.49795789272073504,-0.15587655978722903,1333,3
max_sharpe,one_stage,Combined_MaxSharpe,0.25478409963132465,0.24651879073930436,1.0335281090225732,-0.26308324575314657,1830,1830
max_sharpe,two_stage,Combined_TwoStage_MaxSharpe,0.24244914549783333,0.2465709548116887,0.9832834758781573,-0.2629058624123175,1333,3
